"HOUSE_ID","HousePrice","StoreArea","BasementArea","LawnArea","StreetHouseFront","Location","ConnectivityType","BuildingType","ConstructionYear","EstateType","SellingYear","Rating","SaleType"
"0480",341000,983,1173,10542,96,"Yamuna Vihar","Byway","IndividualHouse",1993,"Other",2008,7,"NewHouse"
"0481",110000,400,552,9450,68,"Jama Masjid","Byway","IndividualHouse",1954,"Other",2007,4,"SecondResale"
"0482",116050,280,0,9353,71,"RK Puram","Byway","IndividualHouse",1970,"Other",2006,4,"SecondResale"
"0483",87000,0,116,4388,55,"Burari","Frontage road","IndividualHouse",1930,"Other",2007,5,"NewHouse"
"0484",170000,454,306,17920,102,"Timarpur","Byway","IndividualHouse",1955,"Other",2006,5,"SecondResale"
"0485",173000,484,400,9130,NA,"Tilak Nagar","Frontage road","IndividualHouse",1966,"Other",2008,6,"NewHouse"
"0486",149900,328,595,8385,65,"India Gate","Byway","IndividualHouse",1977,"Other",2008,5,"NewHouse"
"0487",197900,550,0,12384,NA,"Tilak Nagar","Byway","IndividualHouse",1976,"Other",2007,7,"NewHouse"
"0488",205950,562,0,8125,65,"Bawana","Byway","IndividualHouse",2007,"Other",2008,7,"NewHouse"
"0489",211000,521,831,10029,97,"Dhaula Kuan","Byway","IndividualHouse",1988,"Other",2007,6,"NewHouse"
"0490",116900,288,0,5700,NA,"Burari","Byway","IndividualHouse",1926,"Other",2008,7,"NewHouse"
"0491",228950,529,1249,164660,NA,"Pitampura","Byway","TwoStoreyHouse",1965,"Other",2008,5,"NewHouse"
"0492",121500,528,1302,11341,NA,"Timarpur","Byway","IndividualHouse",1957,"Other",2010,5,"NewHouse"
"0493",97500,330,0,17503,78,"RK Puram","Driveway","IndividualHouse",1948,"Other",2010,6,"SecondResale"
"0494",127000,260,659,6897,NA,"Timarpur","Byway","IndividualHouse",1962,"Other",2010,5,"NewHouse"
"0495",155000,495,500,10452,85,"Jama Masjid","Byway","IndividualHouse",1953,"Other",2008,6,"NewHouse"
"0496",214000,472,1162,10264,78,"India Gate","Byway","IndividualHouse",1999,"Other",2006,7,"NewHouse"
"0497",138500,336,553,8450,65,"Timarpur","Interstate Highway","IndividualHouse",1965,"SemiPrivate",2010,5,"NewHouse"
"0498",219210,660,0,14054,58,"Karol Bagh","Byway","IndividualHouse",2006,"Other",2006,7,"FirstResale"
"0499",173500,540,193,8633,64,"India Gate","Byway","IndividualHouse",2005,"Other",2009,6,"NewHouse"
"0500",145000,294,922,8400,70,"RK Puram","Byway","IndividualHouse",1957,"Other",2010,5,"NewHouse"
"0501",180500,484,1014,14112,NA,"RK Puram","Byway","IndividualHouse",1964,"Other",2010,5,"NewHouse"
"0502",230000,400,0,11435,NA,"Ina Colony","Byway","IndividualHouse",1929,"Other",2006,8,"NewHouse"
"0503",290000,500,1220,10182,85,"Bawana","Motorway","IndividualHouse",2006,"Other",2006,8,"FirstResale"
"0504",215000,400,0,3196,NA,"Adarsh Nagar","Byway","RowHousesE",2003,"Other",2006,8,"NewHouse"
"0505",140000,300,0,13825,85,"Timarpur","Byway","IndividualHouse",1958,"Other",2008,5,"NewHouse"
"0506",116500,0,696,7207,50,"Chhatarpur","Byway","IndividualHouse",1958,"Other",2010,5,"NewHouse"
"0507",209500,627,24,4590,34,"Okhla Indl Estate","Byway","RowHouses",2006,"Other",2007,8,"NewHouse"
"0508",157000,439,1084,10000,80,"Tilak Nagar","Byway","IndividualHouse",1973,"SemiPrivate",2008,5,"NewHouse"
"0509",85400,264,387,1680,21,"Chanakyapuri","Byway","RowHouses",1971,"Other",2008,6,"SecondResale"
"0510",204750,684,648,9337,69,"India Gate","Byway","IndividualHouse",1997,"Other",2007,6,"NewHouse"
"0511",140000,400,156,12155,NA,"Rohini","Byway","IndividualHouse",1925,"Other",2008,6,"NewHouse"
"0512",139600,452,0,13680,NA,"Jama Masjid","Byway","IndividualHouse",1955,"Other",2009,3,"NewHouse"
"0513",170000,461,0,3696,NA,"Mundka","Byway","RowHousesE",1986,"Other",2007,8,"NewHouse"
"0514",134800,576,234,7200,60,"RK Puram","Byway","IndividualHouse",1951,"Other",2010,5,"NewHouse"
"0515",325300,853,0,14215,101,"Okhla Indl Estate","Byway","IndividualHouse",2005,"Other",2006,8,"FirstResale"
"0516",200000,484,859,10382,NA,"Tilak Nagar","Trunk road","IndividualHouse",1973,"Other",2009,7,"NewHouse"
"0517",149000,270,0,7200,60,"Ina Colony","Byway","IndividualHouse",1931,"SemiPrivate",2008,7,"NewHouse"
"0518",250000,836,655,14260,84,"Yamuna Vihar","Byway","IndividualHouse",2000,"Other",2008,8,"NewHouse"
"0519",109500,240,0,9022,52,"Burari","Byway","IndividualHouse",1924,"Other",2009,5,"NewHouse"
"0520",166000,720,507,8520,71,"RK Puram","Driveway","IndividualHouse",1952,"SemiPrivate",2010,5,"NewHouse"
"0521",129000,576,789,9873,60,"Chhatarpur","Dual carriageway","TwoStoreyHouse",1970,"Other",2006,4,"NewHouse"
"0522",117000,660,408,10998,60,"Jama Masjid","Byway","IndividualHouse",1941,"Other",2009,5,"NewHouse"
"0523",130000,0,0,8525,55,"Rohini","Byway","IndividualHouse",1911,"Other",2008,5,"SecondResale"
"0524",224000,924,728,14778,NA,"Ina Colony","Trunk road","IndividualHouse",1954,"Other",2008,6,"NewHouse"
"0525",184900,555,833,10083,67,"Lodhi Colony","Byway","IndividualHouse",2003,"Other",2009,7,"NewHouse"
"0526",354000,872,970,12099,99,"Okhla Indl Estate","Byway","IndividualHouse",2004,"Other",2007,8,"NewHouse"
"0527",230000,534,0,9742,75,"India Gate","Byway","IndividualHouse",2002,"Other",2008,8,"NewHouse"
"0528",175000,480,444,12886,70,"Timarpur","Byway","IndividualHouse",1963,"Other",2009,5,"NewHouse"
"0529",110500,440,397,6000,50,"Burari","Driveway","IndividualHouse",1925,"SemiPrivate",2006,6,"NewHouse"
"0530",113000,264,356,1890,21,"Chanakyapuri","Byway","RowHouses",1973,"Other",2007,6,"NewHouse"
"0531",287000,905,0,9240,NA,"India Gate","Byway","IndividualHouse",2001,"Other",2008,8,"NewHouse"
"0532",174000,530,0,10400,80,"Tilak Nagar","Byway","IndividualHouse",1970,"SemiPrivate",2008,7,"NewHouse"
"0533",318000,818,0,12030,93,"Okhla Indl Estate","Byway","IndividualHouse",2007,"Other",2007,8,"FirstResale"
"0534",130500,264,641,6600,60,"Vasant Vihar","Byway","IndividualHouse",1982,"SemiPrivate",2008,5,"NewHouse"
"0535",179200,496,1200,7153,NA,"Lodhi Colony","Byway","IndividualHouse",1991,"GovernmentBuild",2008,6,"NewHouse"
"0536",139000,416,686,10800,60,"Burari","Driveway","IndividualHouse",1915,"Other",2010,5,"NewHouse"
"0537",112000,288,0,8926,NA,"Jama Masjid","Byway","IndividualHouse",1956,"SemiPrivate",2009,4,"SecondResale"
"0538",152000,576,732,12464,82,"India Gate","Byway","IndividualHouse",1996,"PrivateBuilder",2009,5,"NewHouse"
"0539",179200,529,430,8012,50,"Lodhi Colony","Byway","RowHousesE",1992,"Other",2007,6,"NewHouse"
"0540",100000,0,266,7446,NA,"Chhatarpur","Frontage road","IndividualHouse",1941,"GovernmentBuild",2006,4,"SecondResale"
"0541",260000,430,1274,16158,124,"Mundka","Byway","IndividualHouse",2005,"Other",2009,7,"NewHouse"
"0542",145000,672,0,10859,112,"India Gate","Byway","IndividualHouse",1994,"Other",2009,5,"NewHouse"
"0543",165000,180,0,10592,55,"Ina Colony","Byway","IndividualHouse",1923,"Other",2007,6,"NewHouse"
"0544",174000,390,0,12589,149,"Karol Bagh","Byway","IndividualHouse",2005,"Other",2009,6,"NewHouse"
"0545",165500,447,1018,10552,70,"RK Puram","Byway","IndividualHouse",1959,"Other",2010,5,"NewHouse"
"0546",320000,594,1470,12376,90,"Lodhi Colony","Byway","IndividualHouse",1990,"Other",2010,7,"NewHouse"
"0547",76000,360,0,9000,60,"Lodhi Colony","Byway","IndividualHouse",1928,"Other",2009,6,"NewHouse"
"0548",109500,0,784,6130,50,"Chhatarpur","Byway","IndividualHouse",1924,"Other",2008,5,"NewHouse"
"0549",403000,810,689,15138,174,"Yamuna Vihar","Byway","IndividualHouse",1995,"Other",2009,8,"NewHouse"
"0550",139000,288,170,11616,NA,"Timarpur","Byway","IndividualHouse",1962,"Other",2009,5,"NewHouse"
"0551",319900,576,456,7658,61,"Okhla Indl Estate","Byway","RowHousesE",2005,"Other",2010,9,"NewHouse"
"0552",112000,384,0,11767,70,"Jama Masjid","Byway","IndividualHouse",1910,"GovernmentBuild",2007,4,"NewHouse"
"0553",185500,494,24,8773,65,"India Gate","Byway","IndividualHouse",2004,"Other",2010,7,"NewHouse"
"0554",104000,0,0,5520,92,"Burari","Byway","IndividualHouse",1912,"SemiPrivate",2009,6,"SecondResale"
"0555",314813,774,48,11694,90,"Okhla Indl Estate","Byway","IndividualHouse",2007,"Other",2007,9,"FirstResale"
"0556",115000,572,167,8172,60,"Jama Masjid","Byway","IndividualHouse",1955,"Other",2006,5,"NewHouse"
"0557",367294,1052,1540,8769,65,"Okhla Indl Estate","Byway","RowHousesE",2008,"Other",2008,9,"FirstResale"
"0558",148500,440,566,2280,24,"Model Town","Byway","RowHouses",1976,"Other",2009,6,"NewHouse"
"0559",155000,576,814,13695,66,"Lodhi Colony","Interstate Highway","IndividualHouse",2003,"Other",2008,6,"NewHouse"
"0560",173000,474,567,2268,36,"Okhla Indl Estate","Byway","RowHouses",2003,"Other",2009,7,"NewHouse"
"0561",126500,461,0,8892,80,"RK Puram","Byway","IndividualHouse",1960,"Other",2007,5,"NewHouse"
"0562",80000,220,0,4608,47,"Burari","Driveway","IndividualHouse",1945,"Other",2010,4,"NewHouse"
"0563",100000,264,330,1680,21,"Chanakyapuri","Byway","RowHouses",1973,"Other",2008,6,"NewHouse"
"0564",277000,454,1065,14364,NA,"Lodhi Colony","Byway","IndividualHouse",1988,"Other",2007,7,"NewHouse"
"0565",250000,936,0,10625,85,"Bawana","Byway","IndividualHouse",2005,"Other",2008,7,"NewHouse"
"0566",187500,400,902,13758,44,"Pitampura","Byway","IndividualHouse",1990,"Other",2007,7,"NewHouse"
"0567",152000,282,420,13710,75,"Rajendra Nagar","Byway","IndividualHouse",1950,"SemiPrivate",2007,5,"NewHouse"
"0568",214000,532,810,9135,70,"India Gate","Byway","IndividualHouse",2002,"Other",2008,7,"NewHouse"
"0569",185850,484,659,7052,43,"Okhla Indl Estate","Byway","RowHousesE",2005,"Other",2006,7,"NewHouse"
"0570",117500,429,338,9100,70,"RK Puram","Byway","IndividualHouse",1965,"GovernmentBuild",2009,5,"NewHouse"
"0571",158000,309,270,9350,85,"RK Puram","Byway","IndividualHouse",1964,"SemiPrivate",2007,6,"NewHouse"
"0572",501837,1166,1904,17423,63,"Mundka","Byway","IndividualHouse",2008,"Other",2009,9,"FirstResale"
"0573",262500,750,1078,9000,75,"Bawana","Byway","IndividualHouse",2008,"Other",2010,8,"NewHouse"
"0574",129500,384,906,11200,70,"Timarpur","Byway","IndividualHouse",1965,"Other",2008,5,"NewHouse"
"0575",181500,460,978,9600,80,"Wazirpur","Frontage road","IndividualHouse",1976,"Other",2007,6,"NewHouse"
"0576",170000,400,0,9967,76,"Karol Bagh","Byway","IndividualHouse",2000,"Other",2007,7,"NewHouse"
"0577",162900,528,194,10140,78,"Tilak Nagar","Byway","IndividualHouse",1976,"GovernmentBuild",2006,7,"NewHouse"
"0578",318061,617,0,7820,68,"Okhla Indl Estate","Byway","RowHousesE",2007,"Other",2007,9,"FirstResale"
"0579",372402,866,1400,13891,107,"Okhla Indl Estate","Byway","IndividualHouse",2007,"Other",2008,8,"FirstResale"
"0580",148800,480,239,5105,NA,"Bawana","Byway","RowHousesE",2004,"Other",2007,7,"NewHouse"
"0581",192500,474,0,14006,65,"India Gate","Byway","IndividualHouse",2002,"Other",2006,7,"NewHouse"
"0582",128200,308,182,10650,75,"India Gate","Byway","IndividualHouse",1976,"SemiPrivate",2010,5,"NewHouse"
"0583",192140,372,0,21930,60,"Karol Bagh","Dual carriageway","IndividualHouse",2005,"Other",2006,5,"NewHouse"
"0584",202500,440,213,14145,91,"Tilak Nagar","Byway","IndividualHouse",1984,"Other",2006,7,"NewHouse"
"0585",139000,308,846,8176,70,"RK Puram","Byway","IndividualHouse",1958,"Other",2007,5,"NewHouse"
"0586",315750,834,719,11787,95,"Yamuna Vihar","Byway","IndividualHouse",1996,"Other",2007,7,"NewHouse"
"0587",194000,826,0,8556,74,"India Gate","Byway","IndividualHouse",2006,"Other",2007,7,"NewHouse"
"0588",251000,499,1196,5330,41,"Mundka","Byway","RowHousesE",2000,"Other",2007,8,"NewHouse"
"0589",178900,393,0,10237,65,"Karol Bagh","Dual carriageway","IndividualHouse",2005,"Other",2007,6,"FirstResale"
"0590",190000,600,498,18890,NA,"Timarpur","Frontage road","MultiStoreyBuilding",1977,"Other",2007,5,"NewHouse"
"0591",159000,440,600,9786,77,"RK Puram","Byway","IndividualHouse",1962,"PrivateBuilder",2006,6,"NewHouse"
"0592",106000,280,321,1869,21,"Chanakyapuri","Byway","RowHouses",1970,"Other",2008,6,"NewHouse"
"0593",224000,484,733,6371,44,"Okhla Indl Estate","Byway","RowHousesE",2009,"Other",2010,7,"FirstResale"
"0594",556581,716,240,16056,85,"Mundka","Byway","IndividualHouse",2005,"Other",2006,9,"FirstResale"
"0595",179600,626,0,8500,63,"India Gate","Byway","IndividualHouse",2004,"Other",2007,7,"NewHouse"
"0596",163000,504,288,10197,80,"RK Puram","Byway","IndividualHouse",1961,"Other",2008,6,"NewHouse"
"0597",281213,642,0,12665,88,"Pitampura","Byway","IndividualHouse",2005,"Other",2007,8,"NewHouse"
"0598",135000,312,0,21286,115,"Timarpur","Byway","IndividualHouse",1948,"Other",2008,5,"NewHouse"
"0599",135000,0,0,10800,60,"RK Puram","Byway","IndividualHouse",1949,"Other",2006,4,"SecondResale"
"0600",143000,796,748,8163,70,"RK Puram","Byway","IndividualHouse",1959,"Other",2006,5,"NewHouse"
"0601",84500,0,131,1936,21,"Tughlaqabad Extention","Byway","RowHouses",1970,"SemiPrivate",2007,4,"NewHouse"
"0602",105000,280,204,9060,60,"Jama Masjid","Byway","IndividualHouse",1939,"SemiPrivate",2009,6,"NewHouse"
"0603",159500,440,535,7950,75,"Jama Masjid","Byway","IndividualHouse",1977,"SemiPrivate",2009,6,"NewHouse"
"0604",385000,1220,1636,14803,114,"Okhla Indl Estate","Trunk road","IndividualHouse",2007,"Other",2008,10,"FirstResale"
"0605",143000,528,569,9790,NA,"Tilak Nagar","Frontage road","IndividualHouse",1963,"Other",2010,6,"NewHouse"
"0606",192000,505,392,10005,83,"Dhaula Kuan","Byway","IndividualHouse",1977,"Other",2008,7,"NewHouse"
"0607",115000,336,0,2665,NA,"Tughlaqabad Extention","Byway","RowHousesE",1976,"Other",2008,5,"NewHouse"
"0608",180000,540,938,21453,NA,"Dhaula Kuan","Byway","IndividualHouse",1969,"Other",2006,6,"NewHouse"
"0609",106500,294,0,8339,NA,"RK Puram","Byway","IndividualHouse",1959,"SemiPrivate",2007,5,"NewHouse"
"0610",194201,648,0,3922,53,"Adarsh Nagar","Byway","RowHousesE",2006,"Other",2007,7,"FirstResale"
"0611",285000,656,0,11999,93,"Okhla Indl Estate","Byway","IndividualHouse",2003,"Other",2007,8,"NewHouse"
"0612",196000,624,900,5381,34,"Okhla Indl Estate","Byway","RowHouses",2005,"Other",2009,6,"NewHouse"
"0613",137500,180,0,6120,51,"Chhatarpur","Byway","IndividualHouse",1920,"Other",2007,5,"NewHouse"
"0614",108000,296,0,9084,60,"Jama Masjid","Driveway","IndividualHouse",1940,"SemiPrivate",2009,4,"NewHouse"
"0615",98600,480,600,8500,85,"RK Puram","Byway","IndividualHouse",1961,"GovernmentBuild",2006,5,"SecondResale"
"0616",154000,474,573,2448,36,"Okhla Indl Estate","Byway","RowHouses",2003,"Other",2008,7,"NewHouse"
"0617",149000,420,662,4438,NA,"India Gate","Byway","RowHousesE",2004,"Other",2008,6,"NewHouse"
"0618",287000,665,1165,15498,NA,"Pitampura","Byway","IndividualHouse",1976,"Other",2008,8,"SecondResale"
"0619",124500,264,546,8314,76,"Vasant Vihar","Byway","IndividualHouse",1982,"Other",2007,5,"NewHouse"
"0620",61000,0,350,10020,NA,"Jama Masjid","Byway","IndividualHouse",1922,"Other",2009,1,"NewHouse"
"0621",60000,350,0,9571,68,"Jama Masjid","Byway","IndividualHouse",1958,"Other",2009,5,"SecondResale"
"0622",249700,826,24,11096,84,"Bawana","Byway","IndividualHouse",2006,"Other",2007,8,"NewHouse"
"0623",60000,0,0,6120,51,"Chhatarpur","Byway","IndividualHouse",1936,"Other",2009,2,"NewHouse"
"0624",174900,490,312,9020,82,"RK Puram","Byway","IndividualHouse",1966,"PrivateBuilder",2008,6,"NewHouse"
"0625",157900,312,593,26142,NA,"Vasant Vihar","Byway","IndividualHouse",1962,"Other",2010,5,"NewHouse"
"0626",136500,336,646,7000,NA,"India Gate","Byway","IndividualHouse",1978,"GovernmentBuild",2009,5,"NewHouse"
"0627",162000,400,0,7750,NA,"Karol Bagh","Dual carriageway","IndividualHouse",2003,"Other",2007,7,"NewHouse"
"0628",80000,0,288,9000,NA,"Timarpur","Byway","IndividualHouse",1959,"Other",2008,5,"NewHouse"
"0629",185000,538,249,28698,NA,"Dhaula Kuan","Byway","IndividualHouse",1967,"Other",2009,5,"SecondResale"
"0630",98000,0,468,5604,67,"Jama Masjid","Byway","IndividualHouse",1925,"Other",2008,5,"NewHouse"
"0631",315000,770,1447,16737,129,"Okhla Indl Estate","Byway","IndividualHouse",2004,"Other",2006,9,"NewHouse"
"0632",248000,648,0,11000,NA,"Yamuna Vihar","Byway","IndividualHouse",2000,"Other",2007,8,"NewHouse"
"0633",410000,666,816,14720,56,"Yamuna Vihar","Byway","IndividualHouse",1995,"Other",2010,8,"NewHouse"
"0634",187500,409,592,13031,NA,"Karol Bagh","Byway","IndividualHouse",1995,"Other",2006,6,"NewHouse"
"0635",185000,572,905,7200,60,"Bawana","Byway","IndividualHouse",2006,"Other",2006,6,"FirstResale"
"0636",170000,528,885,10625,85,"Tilak Nagar","Byway","IndividualHouse",1974,"SemiPrivate",2010,7,"ThirdResale"
"0637",197000,550,1039,3316,37,"Bawana","Byway","RowHousesE",2005,"Other",2006,8,"NewHouse"
"0638",135000,240,0,3378,60,"Burari","Byway","IndividualHouse",1946,"Other",2009,7,"NewHouse"
"0639",325000,712,1032,12256,98,"Yamuna Vihar","Byway","IndividualHouse",1994,"Other",2010,8,"NewHouse"
"0640",112500,461,138,7700,70,"India Gate","Byway","IndividualHouse",1972,"SemiPrivate",2007,5,"NewHouse"
"0641",268000,590,728,13346,NA,"Yamuna Vihar","Byway","IndividualHouse",1992,"Other",2006,7,"NewHouse"
"0642",91300,273,0,5784,50,"Burari","Driveway","IndividualHouse",1938,"Other",2009,5,"NewHouse"
"0643",207000,370,0,13053,64,"Chhatarpur","Byway","IndividualHouse",1923,"Other",2008,6,"NewHouse"
"0644",222000,540,808,21695,NA,"Ina Colony","Byway","IndividualHouse",1988,"Other",2009,6,"NewHouse"
"0645",189000,472,767,4671,40,"Mundka","Byway","RowHousesE",1988,"Other",2008,8,"NewHouse"
"0646",115000,240,0,6240,NA,"Chhatarpur","Byway","IndividualHouse",1936,"Other",2006,5,"NewHouse"
"0647",154000,305,340,7500,75,"RK Puram","Byway","IndividualHouse",1959,"PrivateBuilder",2010,5,"NewHouse"
"0648",135000,288,465,6993,65,"Timarpur","Frontage road","IndividualHouse",1961,"Other",2006,5,"NewHouse"
"0649",145900,0,1084,8777,67,"Jama Masjid","Frontage road","MultiStoreyBuilding",1900,"PrivateBuilder",2008,5,"NewHouse"
"0650",183500,440,0,8244,62,"Karol Bagh","Byway","IndividualHouse",2004,"Other",2007,7,"NewHouse"
"0651",123000,600,777,7200,60,"India Gate","Byway","IndividualHouse",1972,"Other",2009,5,"NewHouse"
"0652",102776,384,0,8712,66,"Rajendra Nagar","Byway","IndividualHouse",1900,"Other",2010,4,"SecondResale"
"0653",184000,484,626,7472,NA,"RK Puram","Byway","IndividualHouse",1972,"Other",2007,7,"NewHouse"
"0654",221500,865,20,11210,86,"India Gate","Byway","IndividualHouse",2005,"Other",2006,7,"FirstResale"
"0655",625000,807,1387,35760,118,"Yamuna Vihar","Byway","IndividualHouse",1995,"Other",2006,10,"NewHouse"
"0656",167500,532,0,11414,60,"Chhatarpur","Dual carriageway","IndividualHouse",1910,"PrivateBuilder",2009,7,"NewHouse"
"0657",208900,466,0,4230,47,"Bawana","Byway","RowHousesE",2006,"Other",2007,7,"FirstResale"
"0658",154000,441,298,11700,78,"Tilak Nagar","Dual carriageway","IndividualHouse",1968,"Other",2009,6,"NewHouse"
"0659",253293,1390,0,12704,98,"Okhla Indl Estate","Byway","IndividualHouse",2008,"Other",2009,8,"FirstResale"
"0660",254900,678,222,12552,100,"Bawana","Byway","IndividualHouse",2004,"GovernmentBuild",2010,7,"NewHouse"
"0661",140000,451,0,11310,75,"RK Puram","Byway","IndividualHouse",1954,"Other",2006,6,"NewHouse"
"0662",294000,518,125,17542,NA,"Wazirpur","Byway","IndividualHouse",1974,"SemiPrivate",2007,7,"NewHouse"
"0663",176500,601,528,11029,87,"RK Puram","Byway","IndividualHouse",1958,"Other",2008,6,"NewHouse"
"0664",208500,548,706,8450,65,"India Gate","Byway","IndividualHouse",2003,"Other",2008,7,"NewHouse"
"0665",256000,520,493,10440,60,"Burari","Byway","IndividualHouse",1920,"SemiPrivate",2008,6,"NewHouse"
"0666",40000,250,0,8500,50,"Rajendra Nagar","Frontage road","IndividualHouse",1920,"SemiPrivate",2008,4,"NewHouse"
"0667",100000,264,0,6060,50,"Rajendra Nagar","Byway","IndividualHouse",1939,"SemiPrivate",2007,4,"NewHouse"
"0668",110000,270,0,5684,70,"Burari","Byway","IndividualHouse",1930,"Other",2006,6,"NewHouse"
"0669",230000,470,296,14115,90,"Ina Colony","Byway","IndividualHouse",1956,"Other",2006,6,"SecondResale"
"0670",120000,297,111,7535,70,"RK Puram","Byway","IndividualHouse",1958,"Society",2007,5,"NewHouse"
"0671",136000,216,168,8520,60,"Burari","Driveway","IndividualHouse",1916,"GovernmentBuild",2007,6,"ThirdResale"
"0672",172500,451,57,13650,NA,"Timarpur","Byway","IndividualHouse",1958,"Other",2006,5,"NewHouse"
"0673",140000,672,936,7200,60,"Burari","Byway","MultiStoreyBuilding",1980,"Other",2007,5,"NewHouse"
"0674",250000,693,1216,11170,NA,"Pitampura","Byway","IndividualHouse",1990,"PrivateBuilder",2006,7,"NewHouse"
"0675",236000,574,750,9938,80,"Lodhi Colony","Byway","IndividualHouse",1993,"PrivateBuilder",2010,7,"NewHouse"
"0676",85000,0,0,8470,105,"Rajendra Nagar","Frontage road","IndividualHouse",1915,"SemiPrivate",2009,3,"SecondResale"
"0677",158000,576,941,13072,63,"Lodhi Colony","Interstate Highway","IndividualHouse",2004,"Other",2006,6,"FirstResale"
"0678",91500,280,0,7585,50,"Jama Masjid","Driveway","IndividualHouse",1948,"Other",2006,5,"NewHouse"
"0679",189000,462,0,11218,70,"Lodhi Colony","Byway","IndividualHouse",1992,"PrivateBuilder",2010,6,"NewHouse"
"0680",184000,616,1398,12416,47,"Pitampura","Byway","IndividualHouse",1986,"Other",2008,6,"NewHouse"
"0681",200141,440,0,11175,103,"India Gate","Byway","IndividualHouse",2007,"Other",2007,7,"FirstResale"
"0682",206300,784,1309,7060,78,"Vasant Vihar","Byway","MultiStoreyBuilding",1997,"Other",2008,7,"FourthResale"
"0683",179665,426,554,17104,58,"Karol Bagh","Byway","IndividualHouse",2006,"Other",2006,7,"FirstResale"
"0684",188000,560,1606,9297,63,"Vasant Vihar","Byway","MultiStoreyBuilding",1976,"Other",2006,5,"ThirdResale"
"0685",168000,373,0,10364,NA,"Karol Bagh","Byway","IndividualHouse",1995,"Other",2007,6,"NewHouse"
"0686",129000,596,187,18450,NA,"RK Puram","Byway","IndividualHouse",1965,"Other",2007,6,"SecondResale"
"0687",128000,240,672,6000,50,"Chhatarpur","Byway","IndividualHouse",1936,"Other",2009,4,"NewHouse"
"0688",147000,895,0,9986,75,"Bawana","Byway","IndividualHouse",2006,"Other",2007,8,"FirstResale"
"0689",135000,506,0,9246,87,"Tilak Nagar","Frontage road","MultiStoreyBuilding",1973,"Other",2008,5,"NewHouse"
"0690",196000,530,16,4282,59,"Bawana","Byway","RowHousesE",2004,"Other",2008,7,"NewHouse"
"0691",201800,492,454,13700,NA,"RK Puram","Byway","IndividualHouse",1965,"PrivateBuilder",2008,7,"NewHouse"
"0692",125000,336,842,8521,70,"Timarpur","Frontage road","IndividualHouse",1967,"SemiPrivate",2010,5,"NewHouse"
"0693",381000,1014,192,14100,NA,"Ina Colony","Byway","IndividualHouse",1935,"GovernmentBuild",2008,8,"NewHouse"
"0694",335000,567,1406,17500,100,"Ina Colony","Arterial road","IndividualHouse",1959,"Other",2010,7,"NewHouse"
"0695",175000,576,1005,11457,130,"Pitampura","Byway","IndividualHouse",1988,"Other",2009,6,"NewHouse"
"0696",184750,884,2260,40094,130,"Jama Masjid","Trunk road","IndividualHouse",2007,"Other",2007,10,"FirstResale"
"0697",111250,576,600,12735,NA,"RK Puram","Byway","IndividualHouse",1972,"Society",2008,4,"NewHouse"
"0698",141000,312,419,12493,NA,"RK Puram","Byway","IndividualHouse",1960,"GovernmentBuild",2008,4,"NewHouse"
"0699",142000,304,775,8450,65,"RK Puram","Byway","IndividualHouse",1968,"Other",2010,5,"NewHouse"
"0700",173733,528,294,3000,30,"Bawana","Byway","RowHousesE",2009,"Other",2009,6,"FirstResale"
"0701",89500,264,358,1680,21,"Chanakyapuri","Byway","RowHousesE",1971,"Other",2008,6,"NewHouse"
"0702",227000,528,643,8400,70,"Tilak Nagar","Byway","IndividualHouse",2001,"Other",2009,8,"NewHouse"
"0703",105000,936,0,10410,60,"Burari","Driveway","IndividualHouse",1915,"SemiPrivate",2006,3,"ThirdResale"
"0704",328900,506,1238,5119,50,"Bawana","Byway","RowHousesE",1999,"Other",2008,9,"SecondResale"
"0705",137500,588,920,10012,90,"Jama Masjid","Byway","IndividualHouse",1972,"SemiPrivate",2008,4,"NewHouse"
"0706",101800,462,0,9842,70,"RK Puram","Byway","MultiStoreyBuilding",1962,"Other",2007,4,"NewHouse"
"0707",222500,541,252,11404,75,"India Gate","Byway","IndividualHouse",1998,"Other",2008,7,"NewHouse"
"0708",139000,338,620,9600,80,"RK Puram","Frontage road","IndividualHouse",1958,"SemiPrivate",2009,6,"NewHouse"
"0709",83000,264,309,1953,21,"Chanakyapuri","Byway","RowHouses",1973,"Other",2006,6,"NewHouse"
"0710",271900,701,485,14684,90,"Lodhi Colony","Byway","IndividualHouse",1990,"Other",2009,7,"NewHouse"
"0711",133000,367,584,4058,34,"RK Puram","Byway","RowHousesE",1998,"Other",2007,7,"NewHouse"
"0712",207500,626,904,5063,34,"Okhla Indl Estate","Byway","RowHouses",2007,"Other",2009,7,"NewHouse"
"0713",152000,480,338,9672,81,"Lodhi Colony","Byway","IndividualHouse",1984,"PrivateBuilder",2010,6,"NewHouse"
"0714",159000,420,399,5000,50,"Chhatarpur","Frontage road","IndividualHouse",1947,"Other",2006,6,"NewHouse"
"0715",189950,216,0,7642,55,"Ina Colony","Byway","IndividualHouse",1918,"PrivateBuilder",2007,7,"NewHouse"
"0716",148000,525,459,3675,35,"Jama Masjid","Byway","RowHousesE",2005,"Other",2008,6,"NewHouse"
"0717",173000,431,1003,2887,NA,"Dhaula Kuan","Byway","IndividualHouse",1996,"Other",2008,6,"NewHouse"
"0718",130000,380,0,3363,32,"Jama Masjid","Byway","RowHousesE",2004,"Other",2006,7,"NewHouse"
